Index;Administradora;Tabela de recebimento;Cargo;1 Periodo valor qtd vendas;1 Qtd. Cotas Inicial;1 Qtd. Cotas Final;1 Data inicial;1 Data final;1 Parc 1;1 Parc 2;1 Parc 3;1 Parc 4;1 Parc 5;1 Parc 6;1 Parc 7;1 Parc 8;1 Parc 9;1 Parc 10;2 Periodo valor qtd vendas;2 Qtd. Cotas Inicial;2 Qtd. Cotas Final;2 Data inicial;2 Data final;2 Parc 1;2 Parc 2;2 Parc 3;2 Parc 4;2 Parc 5;2 Parc 6;2 Parc 7;2 Parc 8;2 Parc 9;2 Parc 10;3 Periodo valor qtd vendas;3 Qtd. Cotas Inicial;3 Qtd. Cotas Final;3 Data inicial;3 Data final;3 Parc 1;3 Parc 2;3 Parc 3;3 Parc 4;3 Parc 5;3 Parc 6;3 Parc 7;3 Parc 8;3 Parc 9;3 Parc 10;4 Periodo valor qtd vendas;4 Qtd. Cotas Inicial;4 Qtd. Cotas Final;4 Data inicial;4 Data final;4 Parc 1;4 Parc 2;4 Parc 3;4 Parc 4;4 Parc 5;4 Parc 6;4 Parc 7;4 Parc 8;4 Parc 9;4 Parc 10;5 Periodo valor qtd vendas;5 Qtd. Cotas Inicial;5 Qtd. Cotas Final;5 Data inicial;5 Data final;5 Parc 1;5 Parc 2;5 Parc 3;5 Parc 4;5 Parc 5;5 Parc 6;5 Parc 7;5 Parc 8;5 Parc 9;5 Parc 10
000348;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;CONSULTOR INTERNO INSIDE SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000349;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;CONSULTOR MEI - CONTRATO TEMPORÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000350;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;CONSULTOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000351;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;FUNCIONARIO/ESTAGIÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000352;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;GERENTE EQUIPE INTERNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000353;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIRINHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000354;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIRINHO - SUPERVISOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000355;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIRINHO RODRIGO - FREE LANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000356;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIRINHO SOBRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000357;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIRO FERREIRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000358;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIRO TIPO DN A PARTIR 19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000359;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIROS EMPRESA - CONTRATOS A PARTIR JAN-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000360;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;PARCEIROS EMPRESAS - CONTRATO ATÉ DEZ-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000361;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;REPRESENTANTE - COM CONSULTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000362;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;REPRESENTANTE DN - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000363;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;REPRESENTAÇÃO - EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000364;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;REPRESENTAÇÃO - LOCARFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000365;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;SUPERVISOR CLT - INSIDE SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000366;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;SUPERVISOR EQUIPE CLT - JUNIOR A PARTIR DE 19/06/2018 ;Período Venda: 22/01/2023 à 28/02/2033 - Qtd. Vendas: 18 à 24;18;24;22/01/2023;28/02/2033;0.05;0.1;0.05;;;;;;;;Período Venda: 22/01/2023 à 28/02/2033 - Qtd. Vendas: 25 à 39;25;39;22/01/2023;28/02/2033;0.1;0.1;0.05;;;;;;;;Período Venda: 22/01/2023 à 28/02/2033 - Qtd. Vendas: 40 à 100;40;100;22/01/2023;28/02/2033;0.1;0.1;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000367;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;SUPERVISOR EQUIPE CLT - PLENO ATE DEZ 2017;Período Venda: 22/01/2023 à 28/02/2033 - Qtd. Vendas: 5 à 39;5;39;22/01/2023;28/02/2033;0.1;0.1;0.05;;;;;;;;Período Venda: 22/01/2023 à 28/02/2033 - Qtd. Vendas: 40 à 59;40;59;22/01/2023;28/02/2033;0.1;0.1;0.1;;;;;;;;Período Venda: 22/01/2023 à 28/02/2033 - Qtd. Vendas: 60 à 10000;60;10000;22/01/2023;28/02/2033;0.1;0.1;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000368;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;SUPERVISOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000369;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;TIPO DN 2 - JUNHO2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000370;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;VENDEDOR DE PARCEIRO - DEZ/17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000371;GM - CHEVROLET;TABELA NORMAL AUTOMOVEL;VENDEDOR DE PARCEIRO - JAN/2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000372;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CARGO ZERADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000373;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR 007 - EQ. INTERNAS;Período Venda: 01/08/2022 à 30/09/2032 - Valor Vendas: 0,01 à 1.000.000,00;0,01;1.000.000,00;01/08/2022;30/09/2032;0.7;0.2;0.0;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000374;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR AUTÔNOMO - MEI;Período Venda: 23/04/2017 à 31/05/2017 - Valor Vendas: 0,00 à 1.000.000.000,00;0,00;1.000.000.000,00;23/04/2017;31/05/2017;1.5;;;;;;;;;;Período Venda: 01/06/2017 à 30/11/2027 - Valor Vendas: 0,00 à 1.000.000.000,00;0,00;1.000.000.000,00;01/06/2017;30/11/2027;1.0;0.2;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000375;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR CLT - A PARTIR JAN-2018;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;31/01/2034;0.6;;;;;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;31/01/2033;0.6;0.1;;;0.1;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;31/01/2033;0.6;0.15;;;0.2;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;31/01/2034;0.6;0.2;;;0.3;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;31/01/2033;0.6;0.2;;;0.5;;;;;
000376;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR DE PARCEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000377;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR FREE LANCER;Período Venda: 01/12/2016 à 31/01/2027 - Valor Vendas: 0,00 à 10.000.000,00;0,00;10.000.000,00;01/12/2016;31/01/2027;1.0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000378;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR INSIDE SALES CLT;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;30/04/2034;0.4;0.0;;;0.0;;;;;;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;30/04/2033;0.4;0.1;;;0.1;;;;;;Período Venda: 20/12/2023 à 30/04/2033 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;30/04/2033;0.4;0.15;;;0.2;;;;;;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;30/04/2034;0.4;0.2;;;0.3;;;;;;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;30/04/2034;0.4;0.2;;;0.5;;;;;
000379;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR INTERNO INSIDE SALES;Período Venda: 20/12/2023 à 30/04/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;30/04/2034;0.4;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000380;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR MEI - CONTRATO TEMPORÁRIO;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 0,00 à 199.999,99;0,00;199.999,99;20/12/2023;31/01/2034;0.6;;;;;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 200.000,00 à 399.999,99;200.000,00;399.999,99;20/12/2023;31/01/2033;0.6;0.1;0.1;;;;;;;;Período Venda: 20/12/2023 à 31/01/2034 - Valor Vendas: 400.000,00 à 549.999,99;400.000,00;549.999,99;20/12/2023;31/01/2034;0.6;0.15;0.2;;;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 550.000,00 à 799.999,99;550.000,00;799.999,99;20/12/2023;31/01/2033;0.6;0.2;0.3;;;;;;;;Período Venda: 20/12/2023 à 31/01/2033 - Valor Vendas: 800.000,00 à 3.000.000,00;800.000,00;3.000.000,00;20/12/2023;31/01/2033;0.6;0.2;0.5;;;;;;;
000381;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;CONSULTOR TELL;Período Venda: 01/06/2017 à 30/11/2027 - Qtd. Vendas: 0 à 10000;0;10000;01/06/2017;30/11/2027;1.0;0.2;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000382;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;FUNCIONARIO/ESTAGIÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000383;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;GERENTE EQUIPE INTERNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000384;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIRINHO;Período Venda: 17/01/2018 à 28/02/2027 - Valor Vendas: 0,00 à 100.000.000,00;0,00;100.000.000,00;17/01/2018;28/02/2027;1.0;0.2;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000385;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIRINHO - SUPERVISOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000386;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIRINHO RODRIGO - FREE LANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000387;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIRINHO SOBRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000388;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIRO FERREIRA;Período Venda: 01/12/2021 à 30/04/2032 - Valor Vendas: 0,01 à 1.000.000.000,00;0,01;1.000.000.000,00;01/12/2021;30/04/2032;1.0;0.2;0.4;0.0;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000389;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIRO TIPO DN A PARTIR 19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000390;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIROS EMPRESA - CONTRATOS A PARTIR JAN-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000391;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;PARCEIROS EMPRESAS - CONTRATO ATÉ DEZ-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000392;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;REPRESENTANTE - COM CONSULTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000393;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;REPRESENTANTE DN - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000394;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;REPRESENTAÇÃO - EDUARDO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000395;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;REPRESENTAÇÃO - LOCARFLEX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000396;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;SUPERVISOR CLT - INSIDE SALES;Período Venda: 01/01/2024 à 31/03/2034 - Valor Vendas: 1.500.000,00 à 1.999.999,99;1.500.000,00;1.999.999,99;01/01/2024;31/03/2034;0.05;0.1;;;0.05;;;;;;Período Venda: 20/02/2024 à 30/04/2033 - Valor Vendas: 2.000.000,00 à 2.999.999,99;2.000.000,00;2.999.999,99;20/02/2024;30/04/2033;0.1;0.1;;;0.05;;;;;;Período Venda: 20/02/2024 à 30/04/2033 - Valor Vendas: 3.000.000,00 à 15.000.000,00;3.000.000,00;15.000.000,00;20/02/2024;30/04/2033;0.1;0.1;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000397;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;SUPERVISOR EQUIPE CLT - JUNIOR A PARTIR DE 19/06/2018 ;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 1.500.000,00 à 1.999.999,99;1.500.000,00;1.999.999,99;20/01/2024;31/03/2034;0.05;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 2.000.000,00 à 2.999.999,99;2.000.000,00;2.999.999,99;20/01/2024;31/03/2034;0.1;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 3.000.000,00 à 15.000.000,00;3.000.000,00;15.000.000,00;20/01/2024;31/03/2034;0.1;0.1;;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000398;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;SUPERVISOR EQUIPE CLT - PLENO ATE DEZ 2017;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 1.500.000,00 à 1.999.999,99;1.500.000,00;1.999.999,99;20/01/2024;31/03/2034;0.05;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 2.000.000,00 à 2.999.999,99;2.000.000,00;2.999.999,99;20/01/2024;31/03/2034;0.1;0.1;;;0.05;;;;;;Período Venda: 20/01/2024 à 31/03/2034 - Valor Vendas: 3.000.000,00 à 15.000.000,00;3.000.000,00;15.000.000,00;20/01/2024;31/03/2034;0.1;0.1;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000399;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;SUPERVISOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000400;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;TIPO DN 2 - JUNHO2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000401;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;VENDEDOR DE PARCEIRO - DEZ/17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000402;RENAULT / NISSAN;TABELA RENAULT/NISSAN NORMAL;VENDEDOR DE PARCEIRO - JAN/2018;Período Venda: 01/11/2023 à 28/02/2034 - Qtd. Vendas: 0 à 5;0;5;01/11/2023;28/02/2034;1.0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000403;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CARGO ZERADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000404;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR 007 - EQ. INTERNAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000405;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR AUTÔNOMO - MEI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000406;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR CLT - A PARTIR JAN-2018;Período Venda: 27/03/2023 à 21/04/2023 - Qtd. Vendas: 0 à 2;0;2;27/03/2023;21/04/2023;0.6;;;;;;;;;;Período Venda: 27/03/2023 à 21/04/2023 - Qtd. Vendas: 3 à 5;3;5;27/03/2023;21/04/2023;0.6;0.1;;;0.1;;;;;;Período Venda: 27/03/2023 à 21/04/2023 - Qtd. Vendas: 6 à 9;6;9;27/03/2023;21/04/2023;0.6;0.15;;;0.2;;;;;;Período Venda: 27/03/2023 à 21/04/2023 - Qtd. Vendas: 10 à 14;10;14;27/03/2023;21/04/2023;0.6;0.2;;;0.3;;;;;;Período Venda: 27/03/2023 à 21/04/2023 - Qtd. Vendas: 15 à 1000;15;1000;27/03/2023;21/04/2023;0.6;0.2;;;0.5;;;;;
000407;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR DE PARCEIRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000408;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR FREE LANCER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000409;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR INSIDE SALES CLT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000410;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR INTERNO INSIDE SALES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000411;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR MEI - CONTRATO TEMPORÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000412;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;CONSULTOR TELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000413;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;FUNCIONARIO/ESTAGIÁRIO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000414;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;GERENTE EQUIPE INTERNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000415;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIRINHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000416;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIRINHO - SUPERVISOR ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000417;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIRINHO RODRIGO - FREE LANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000418;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIRINHO SOBRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000419;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIRO FERREIRA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000420;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIRO TIPO DN A PARTIR 19-07-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000421;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIROS EMPRESA - CONTRATOS A PARTIR JAN-2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000422;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;PARCEIROS EMPRESAS - CONTRATO ATÉ DEZ-2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
000423;RENAULT / NISSAN;TABELA RENAULT/NISSAN FERIAS;REPRESENTANTE - COM CONSULTOR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
